Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
06/01/2024 17:47:21,"2059","21.4","54","1018.1"
06/01/2024 17:52:21,"1854","21.2","54","1018.2"
06/01/2024 17:57:21,"1785","21.2","54","1018.1"
06/01/2024 18:02:21,"1760","21.2","54","1018.3"
06/01/2024 18:07:21,"1841","21.2","54","1018.4"
06/01/2024 18:12:21,"1882","21.2","54","1018.3"
06/01/2024 18:17:21,"1950","21.3","54","1018.3"
06/01/2024 18:22:21,"1903","21.4","54","1018.5"
06/01/2024 18:27:21,"1839","21.3","54","1018.6"
06/01/2024 18:32:21,"1951","21.2","54","1018.7"
06/01/2024 18:37:21,"1923","21.3","54","1018.6"
06/01/2024 18:42:21,"1969","21.3","54","1018.7"
06/01/2024 18:47:21,"2047","21.3","54","1018.8"
06/01/2024 18:52:21,"2057","21.3","54","1018.8"
06/01/2024 18:57:21,"2183","21.3","54","1018.8"
06/01/2024 19:02:21,"2249","21.3","54","1018.9"
06/01/2024 19:07:21,"1963","21.3","53","1018.9"
06/01/2024 19:12:21,"1949","21.1","53","1019.0"
06/01/2024 19:17:21,"1665","20.9","51","1018.7"
06/01/2024 19:22:21,"1640","20.3","52","1018.8"
06/01/2024 19:27:21,"1658","19.9","53","1018.9"
06/01/2024 19:32:21,"1673","19.6","53","1018.9"
06/01/2024 19:37:21,"1653","19.4","54","1018.9"
06/01/2024 19:42:21,"1705","19.2","54","1018.9"
06/01/2024 19:47:21,"1760","19.1","55","1019.0"
06/01/2024 19:52:21,"1850","19.1","56","1019.1"
06/01/2024 19:57:21,"1846","19.1","56","1019.2"
06/01/2024 20:02:21,"1965","19.1","57","1019.2"
06/01/2024 20:07:21,"2135","19.2","57","1019.3"
06/01/2024 20:12:21,"2130","19.3","57","1019.2"
06/01/2024 20:17:21,"2078","19.3","57","1019.2"
06/01/2024 20:22:21,"2224","19.3","58","1019.4"
06/01/2024 20:27:21,"2274","19.4","58","1019.4"
06/01/2024 20:32:21,"2227","19.4","58","1019.4"
06/01/2024 20:37:21,"2267","19.4","58","1019.4"
06/01/2024 20:42:21,"2255","19.4","58","1019.5"
06/01/2024 20:47:21,"2269","19.5","58","1019.5"
06/01/2024 20:52:21,"2367","19.6","58","1019.5"
06/01/2024 20:57:21,"2357","19.6","58","1019.5"
06/01/2024 21:02:21,"2428","19.7","58","1019.6"
06/01/2024 21:07:21,"2430","19.7","58","1019.7"
06/01/2024 21:12:21,"2419","19.8","58","1019.7"
06/01/2024 21:17:21,"2398","19.8","58","1019.7"
06/01/2024 21:22:21,"2408","19.7","58","1019.8"
06/01/2024 21:27:21,"2478","19.7","58","1019.8"
06/01/2024 21:32:21,"2461","19.7","58","1019.8"
06/01/2024 21:37:21,"2513","19.7","58","1019.8"
06/01/2024 21:42:21,"2483","19.7","58","1019.8"
06/01/2024 21:47:21,"2465","19.7","58","1020.0"
06/01/2024 21:52:21,"2445","19.6","58","1019.9"
06/01/2024 21:57:21,"2462","19.6","58","1020.0"
06/01/2024 22:02:21,"2501","19.6","58","1020.0"
06/01/2024 22:07:21,"2511","19.6","58","1020.1"
06/01/2024 22:12:21,"2504","19.7","58","1020.0"
06/01/2024 22:17:21,"2477","19.7","58","1020.1"
06/01/2024 22:22:21,"2563","19.6","58","1020.1"
06/01/2024 22:27:21,"2566","19.6","58","1020.3"
06/01/2024 22:32:21,"2560","19.6","58","1020.3"
06/01/2024 22:37:21,"2523","19.6","59","1020.2"
06/01/2024 22:42:21,"2563","19.5","59","1020.3"
06/01/2024 22:47:21,"2456","19.5","59","1020.3"
06/01/2024 22:52:21,"2511","19.5","59","1020.3"
06/01/2024 22:57:21,"2478","19.5","59","1020.3"
06/01/2024 23:02:21,"2523","19.5","59","1020.6"
06/01/2024 23:07:21,"2563","19.5","59","1020.5"
06/01/2024 23:12:21,"2530","19.5","59","1020.5"
06/01/2024 23:17:21,"2492","19.5","59","1020.6"
06/01/2024 23:22:21,"2581","19.5","59","1020.7"
06/01/2024 23:27:21,"2545","19.5","59","1020.8"
06/01/2024 23:32:21,"2552","19.5","59","1020.8"
06/01/2024 23:37:21,"2596","19.5","59","1020.9"
06/01/2024 23:42:21,"2523","19.5","59","1021.0"
06/01/2024 23:47:21,"2573","19.5","59","1021.1"
06/01/2024 23:52:21,"2560","19.5","59","1021.1"
06/01/2024 23:57:21,"2501","19.5","59","1021.0"
07/01/2024 0:02:21,"2456","19.5","59","1021.1"
07/01/2024 0:07:21,"2507","19.5","59","1021.2"
07/01/2024 0:12:21,"2482","19.5","59","1021.3"
07/01/2024 0:17:21,"2520","19.6","59","1021.3"
07/01/2024 0:22:21,"2501","19.6","59","1021.3"
07/01/2024 0:27:21,"2501","19.6","59","1021.4"
07/01/2024 0:32:21,"2470","19.6","59","1021.4"
07/01/2024 0:37:21,"2452","19.6","59","1021.5"
07/01/2024 0:42:21,"2457","19.6","59","1021.6"
07/01/2024 0:47:21,"2512","19.6","59","1021.7"
07/01/2024 0:52:21,"2476","19.6","59","1021.7"
07/01/2024 0:57:21,"2470","19.6","59","1021.7"
07/01/2024 1:02:21,"2443","19.6","59","1021.7"
07/01/2024 1:07:21,"2496","19.6","60","1021.9"
07/01/2024 1:12:21,"2489","19.5","60","1022.0"
07/01/2024 1:17:21,"2473","19.5","60","1021.8"
07/01/2024 1:22:21,"2395","19.5","60","1021.9"
07/01/2024 1:27:21,"2475","19.5","60","1021.9"
07/01/2024 1:32:21,"2429","19.5","59","1022.1"
07/01/2024 1:37:21,"2408","19.5","59","1022.1"
07/01/2024 1:42:21,"2430","19.5","59","1022.2"
07/01/2024 1:47:21,"2412","19.5","60","1022.2"
07/01/2024 1:52:21,"2404","19.5","60","1022.3"
07/01/2024 1:57:21,"2448","19.5","60","1022.4"
07/01/2024 2:02:21,"2409","19.6","60","1022.3"
07/01/2024 2:07:21,"2330","19.6","60","1022.4"
07/01/2024 2:12:21,"2362","19.6","60","1022.4"
07/01/2024 2:17:21,"2411","19.7","59","1022.6"
07/01/2024 2:22:21,"2425","19.7","59","1022.5"
07/01/2024 2:27:21,"2378","19.7","59","1022.6"
07/01/2024 2:32:21,"2356","19.6","59","1022.6"
07/01/2024 2:37:21,"2358","19.6","59","1022.7"
07/01/2024 2:42:21,"2312","19.6","59","1022.7"
07/01/2024 2:47:21,"2297","19.6","59","1022.6"
07/01/2024 2:52:21,"2360","19.6","59","1022.8"
07/01/2024 2:57:21,"2365","19.6","59","1022.8"
07/01/2024 3:02:21,"2347","19.7","59","1022.8"
07/01/2024 3:07:21,"2327","19.7","59","1022.9"
07/01/2024 3:12:21,"2316","19.6","59","1022.9"
07/01/2024 3:17:21,"2347","19.6","59","1023.0"
07/01/2024 3:22:21,"2349","19.7","59","1023.0"
07/01/2024 3:27:21,"2359","19.6","59","1023.0"
07/01/2024 3:32:21,"2348","19.6","59","1023.0"
07/01/2024 3:37:21,"2320","19.6","59","1023.1"
07/01/2024 3:42:21,"2274","19.6","59","1023.0"
07/01/2024 3:47:21,"2258","19.5","59","1023.1"
07/01/2024 3:52:21,"2253","19.5","59","1023.2"
07/01/2024 3:57:21,"2252","19.5","59","1023.2"
07/01/2024 4:02:21,"2223","19.5","59","1023.3"
07/01/2024 4:07:21,"2224","19.5","59","1023.3"
07/01/2024 4:12:21,"2242","19.5","59","1023.4"
07/01/2024 4:17:21,"2203","19.5","59","1023.4"
07/01/2024 4:22:21,"2228","19.5","60","1023.4"
07/01/2024 4:27:21,"2242","19.5","60","1023.4"
07/01/2024 4:32:21,"2152","19.6","59","1023.4"
07/01/2024 4:37:21,"2267","19.6","59","1023.6"
07/01/2024 4:42:21,"2194","19.6","59","1023.6"
07/01/2024 4:47:21,"2207","19.5","59","1023.6"
07/01/2024 4:52:21,"2191","19.6","59","1023.7"
07/01/2024 4:57:21,"2166","19.6","59","1023.7"
07/01/2024 5:02:21,"2197","19.6","59","1023.8"
07/01/2024 5:07:21,"2118","19.6","59","1023.8"
07/01/2024 5:12:21,"2192","19.6","59","1023.7"
07/01/2024 5:17:21,"2140","19.6","59","1023.9"
07/01/2024 5:22:21,"2171","19.6","59","1023.9"
07/01/2024 5:27:21,"2145","19.6","59","1023.9"
07/01/2024 5:32:21,"2177","19.6","59","1024.0"
07/01/2024 5:37:21,"2095","19.7","59","1024.0"
07/01/2024 5:42:21,"2145","19.7","59","1024.1"
07/01/2024 5:47:21,"2197","19.8","59","1024.1"
07/01/2024 5:52:21,"2195","19.8","59","1024.2"
07/01/2024 5:57:21,"2159","19.7","59","1024.2"
07/01/2024 6:02:21,"2117","19.8","59","1024.2"
07/01/2024 6:07:21,"2094","19.8","59","1024.3"
07/01/2024 6:12:21,"2095","19.8","59","1024.2"
07/01/2024 6:17:21,"2081","19.8","59","1024.2"
07/01/2024 6:22:21,"2044","19.8","59","1024.3"
07/01/2024 6:27:21,"2055","19.8","59","1024.3"
07/01/2024 6:32:21,"2052","19.8","58","1024.3"
07/01/2024 6:37:21,"2029","19.8","59","1024.4"
07/01/2024 6:42:21,"2056","19.8","59","1024.4"
07/01/2024 6:47:21,"2083","19.8","59","1024.5"
07/01/2024 6:52:21,"2054","19.8","59","1024.6"
07/01/2024 6:57:21,"2112","19.8","59","1024.5"
07/01/2024 7:02:21,"2118","19.9","59","1024.7"
07/01/2024 7:07:21,"2121","19.9","59","1024.8"
07/01/2024 7:12:21,"2146","19.9","59","1024.8"
07/01/2024 7:17:21,"2115","19.9","59","1024.7"
07/01/2024 7:22:21,"2164","19.8","59","1025.0"
07/01/2024 7:27:21,"2116","19.8","59","1024.9"
07/01/2024 7:32:21,"2128","19.8","59","1025.1"
07/01/2024 7:37:21,"1998","19.8","59","1025.1"
07/01/2024 7:42:21,"1807","19.7","58","1025.2"
07/01/2024 7:47:21,"1947","19.7","58","1025.2"
07/01/2024 7:52:21,"2017","19.7","59","1025.3"
07/01/2024 7:57:21,"2018","19.7","59","1025.3"
07/01/2024 8:02:21,"2045","19.8","59","1025.4"
07/01/2024 8:07:21,"2064","19.8","59","1025.5"
07/01/2024 8:12:21,"2026","19.8","59","1025.4"
07/01/2024 8:17:21,"2032","19.8","59","1025.5"
07/01/2024 8:22:21,"2031","19.7","59","1025.5"
07/01/2024 8:27:21,"1978","19.7","58","1025.5"
07/01/2024 8:32:21,"1888","19.6","58","1025.6"
07/01/2024 8:37:21,"1832","19.6","58","1025.6"
07/01/2024 8:42:21,"1901","19.6","58","1025.8"
07/01/2024 8:47:21,"1868","19.5","58","1025.8"
07/01/2024 8:52:21,"1918","19.5","58","1025.8"
07/01/2024 8:57:21,"1861","19.4","58","1026.0"
07/01/2024 9:02:21,"1825","19.5","58","1025.9"
07/01/2024 9:07:21,"1859","19.5","58","1026.0"
07/01/2024 9:12:21,"1744","19.5","58","1026.0"
07/01/2024 9:17:21,"1693","19.5","58","1026.0"
07/01/2024 9:22:21,"1695","19.4","58","1026.1"
07/01/2024 9:27:21,"1656","19.5","59","1026.1"
07/01/2024 9:32:21,"1660","19.6","58","1026.2"
07/01/2024 9:37:21,"1663","19.5","58","1026.2"
07/01/2024 9:42:21,"1654","19.5","58","1026.4"
07/01/2024 9:47:21,"1607","19.5","58","1026.5"
07/01/2024 9:52:21,"1574","19.5","58","1026.5"
07/01/2024 9:57:21,"1513","19.5","58","1026.6"
07/01/2024 10:02:21,"1506","19.5","58","1026.5"
07/01/2024 10:07:21,"1482","19.5","58","1026.5"
07/01/2024 10:12:21,"1487","19.4","58","1026.7"
07/01/2024 10:17:21,"1474","19.4","58","1026.7"
07/01/2024 10:22:21,"1502","19.4","58","1026.8"
07/01/2024 10:27:21,"1447","19.4","57","1026.9"
07/01/2024 10:32:21,"1434","19.4","57","1026.8"
07/01/2024 10:37:21,"1424","19.4","57","1026.9"
07/01/2024 10:42:21,"1432","19.4","57","1026.9"
07/01/2024 10:47:21,"1390","19.4","57","1027.0"
07/01/2024 10:52:21,"1371","19.4","57","1027.1"
07/01/2024 10:57:21,"1418","19.4","57","1027.0"
07/01/2024 11:02:21,"1380","19.4","57","1027.1"
07/01/2024 11:07:21,"1383","19.4","57","1027.1"
07/01/2024 11:12:21,"1363","19.4","57","1027.2"
07/01/2024 11:17:21,"1369","19.4","57","1027.2"
07/01/2024 11:22:21,"1330","19.4","57","1027.3"
07/01/2024 11:27:21,"1334","19.3","57","1027.2"
07/01/2024 11:32:21,"1356","19.4","57","1027.2"
07/01/2024 11:37:21,"1314","19.4","57","1027.3"
07/01/2024 11:42:21,"1315","19.4","57","1027.2"
07/01/2024 11:47:21,"1311","19.4","57","1027.3"
07/01/2024 11:52:21,"1326","19.3","57","1027.2"
07/01/2024 11:57:21,"1333","19.3","57","1027.3"
07/01/2024 12:02:21,"1330","19.3","57","1027.4"
07/01/2024 12:07:21,"1340","19.3","57","1027.4"
07/01/2024 12:12:21,"1289","19.3","57","1027.3"
07/01/2024 12:17:21,"1330","19.3","57","1027.3"
07/01/2024 12:22:21,"1308","19.2","57","1027.4"
07/01/2024 12:27:21,"1286","19.2","57","1027.4"
07/01/2024 12:32:21,"1293","19.2","57","1027.5"
07/01/2024 12:37:21,"1291","19.2","57","1027.5"
07/01/2024 12:42:21,"1305","19.2","57","1027.4"
07/01/2024 12:47:21,"1277","19.2","57","1027.3"
07/01/2024 12:52:21,"1292","19.2","57","1027.3"
07/01/2024 12:57:21,"1298","19.2","57","1027.3"
07/01/2024 13:02:21,"1267","19.2","57","1027.4"
07/01/2024 13:07:21,"1260","19.2","57","1027.2"
07/01/2024 13:12:21,"1291","19.2","57","1027.3"
07/01/2024 13:17:21,"1319","19.2","57","1027.3"
07/01/2024 13:22:21,"1283","19.2","57","1027.4"
07/01/2024 13:27:21,"1300","19.2","57","1027.4"
07/01/2024 13:32:21,"1298","19.1","57","1027.3"
07/01/2024 13:37:21,"1280","19.2","57","1027.3"
07/01/2024 13:42:21,"1276","19.2","57","1027.4"
07/01/2024 13:47:21,"1300","19.1","57","1027.3"
07/01/2024 13:52:21,"1315","19.2","57","1027.4"
07/01/2024 13:57:21,"1406","19.2","57","1027.3"
07/01/2024 14:02:21,"1428","19.2","57","1027.4"
07/01/2024 14:07:21,"1420","19.2","57","1027.3"
07/01/2024 14:12:21,"1378","19.2","57","1027.4"
07/01/2024 14:17:21,"1359","19.2","57","1027.4"
07/01/2024 14:22:21,"1357","19.2","57","1027.4"
07/01/2024 14:27:21,"1396","19.2","57","1027.5"
07/01/2024 14:32:21,"1371","19.1","57","1027.5"
07/01/2024 14:37:21,"1357","19.1","57","1027.5"
07/01/2024 14:42:21,"1370","19.1","57","1027.5"
07/01/2024 14:47:21,"1393","19.1","57","1027.6"
07/01/2024 14:52:21,"1354","19.1","57","1027.6"
07/01/2024 14:57:21,"1369","19.1","57","1027.8"
07/01/2024 15:02:21,"931","18.9","51","1027.8"
07/01/2024 15:07:21,"1202","18.6","55","1027.8"
07/01/2024 15:12:21,"1264","18.7","56","1027.9"
07/01/2024 15:17:21,"1277","18.8","56","1028.1"
07/01/2024 15:22:21,"1287","18.9","56","1028.1"
07/01/2024 15:27:21,"1285","18.9","56","1028.0"
07/01/2024 15:32:21,"1302","18.9","56","1028.1"
07/01/2024 15:37:21,"1314","18.9","56","1028.1"
07/01/2024 15:42:21,"1329","19.0","56","1028.1"
07/01/2024 15:47:21,"1318","19.0","56","1028.1"
07/01/2024 15:52:21,"1333","19.0","56","1028.2"
07/01/2024 15:57:21,"1387","19.0","56","1028.1"
07/01/2024 16:02:21,"1400","19.1","56","1028.3"
07/01/2024 16:07:21,"1392","19.1","56","1028.3"
07/01/2024 16:12:21,"1394","19.1","56","1028.4"
07/01/2024 16:17:21,"1471","19.1","56","1028.5"
07/01/2024 16:22:21,"1460","19.1","56","1028.6"
07/01/2024 16:27:21,"1446","19.1","57","1028.6"
07/01/2024 16:32:21,"1494","19.1","57","1028.6"
07/01/2024 16:37:21,"1440","19.1","57","1028.6"
07/01/2024 16:42:21,"1473","19.1","56","1028.7"
07/01/2024 16:47:21,"1477","19.1","56","1028.8"
07/01/2024 16:52:21,"1451","19.1","56","1028.7"
07/01/2024 16:57:21,"1483","19.1","56","1028.9"
07/01/2024 17:02:21,"1439","19.1","56","1028.9"
07/01/2024 17:07:21,"1491","19.2","56","1028.9"
07/01/2024 17:12:21,"1460","19.2","56","1029.0"
07/01/2024 17:17:21,"1450","19.2","56","1029.0"
07/01/2024 17:22:21,"1452","19.1","56","1029.1"
07/01/2024 17:27:21,"1461","19.1","56","1029.3"
07/01/2024 17:32:21,"1457","19.1","56","1029.2"
07/01/2024 17:37:21,"1469","19.2","56","1029.3"
07/01/2024 17:42:21,"1676","20.5","55","1029.7"
07/01/2024 17:47:21,"1617","20.5","55","1029.7"
07/01/2024 17:52:21,"1442","20.3","54","1029.7"
07/01/2024 17:57:21,"1473","20.2","54","1029.8"
07/01/2024 18:02:21,"1420","20.2","54","1029.9"
07/01/2024 18:07:21,"1486","20.3","55","1029.9"
07/01/2024 18:12:21,"1519","20.5","55","1029.9"
07/01/2024 18:17:21,"1566","20.7","55","1030.0"
07/01/2024 18:22:21,"1668","20.9","55","1030.0"
07/01/2024 18:27:21,"1687","21.0","55","1030.0"
07/01/2024 18:32:21,"1752","21.1","55","1030.0"
07/01/2024 18:37:21,"1742","21.2","55","1030.1"
07/01/2024 18:42:21,"1829","21.2","55","1030.0"
07/01/2024 18:47:21,"1939","21.3","54","1030.1"
07/01/2024 18:52:21,"1985","21.4","54","1030.1"
07/01/2024 18:57:21,"1809","21.5","54","1030.2"
07/01/2024 19:02:21,"1833","21.5","54","1030.2"
07/01/2024 19:07:21,"1854","21.5","53","1030.1"
07/01/2024 19:12:21,"1902","21.4","53","1030.3"
07/01/2024 19:17:21,"1401","21.2","52","1030.0"
07/01/2024 19:22:21,"1434","20.7","53","1030.0"
07/01/2024 19:27:21,"1454","20.4","53","1030.2"
07/01/2024 19:32:21,"1510","20.1","54","1030.3"
07/01/2024 19:37:21,"1656","20.1","54","1030.2"
07/01/2024 19:42:21,"1861","20.1","55","1030.4"
07/01/2024 19:47:21,"1887","20.1","55","1030.5"
07/01/2024 19:52:21,"1940","20.1","56","1030.5"
07/01/2024 19:57:21,"1971","20.0","56","1030.5"
07/01/2024 20:02:21,"1901","20.0","56","1030.5"
07/01/2024 20:07:21,"2011","20.1","56","1030.6"
07/01/2024 20:12:21,"2024","20.1","56","1030.7"
07/01/2024 20:17:21,"2010","20.1","56","1030.8"
07/01/2024 20:22:21,"2052","20.1","56","1030.7"
07/01/2024 20:27:21,"1993","20.0","56","1030.7"
07/01/2024 20:32:21,"2005","20.0","57","1030.9"
07/01/2024 20:37:21,"2040","20.0","57","1030.9"
07/01/2024 20:42:21,"2045","20.0","57","1030.8"
07/01/2024 20:47:21,"2076","20.1","57","1030.8"
07/01/2024 20:52:21,"1945","20.0","56","1030.9"
07/01/2024 20:57:21,"1926","20.0","56","1030.8"
07/01/2024 21:02:21,"1915","20.0","56","1030.9"
07/01/2024 21:07:21,"1933","20.0","56","1030.9"
07/01/2024 21:12:21,"1937","20.0","56","1030.9"
07/01/2024 21:17:21,"1998","20.0","56","1030.9"
07/01/2024 21:22:21,"2016","20.0","56","1031.0"
07/01/2024 21:27:21,"1954","20.0","56","1030.9"
07/01/2024 21:32:21,"2034","20.0","56","1031.1"
07/01/2024 21:37:21,"2007","19.9","56","1031.1"
07/01/2024 21:42:21,"1968","19.9","56","1031.2"
07/01/2024 21:47:21,"1988","19.8","56","1031.1"
07/01/2024 21:52:21,"2084","19.8","56","1031.2"
07/01/2024 21:57:21,"2032","19.9","56","1031.3"
07/01/2024 22:02:21,"1988","19.9","56","1031.4"
07/01/2024 22:07:21,"2004","19.9","56","1031.5"
07/01/2024 22:12:21,"2001","19.8","56","1031.4"
07/01/2024 22:17:21,"2004","19.8","56","1031.5"
07/01/2024 22:22:21,"2010","19.8","56","1031.6"
07/01/2024 22:27:21,"1991","19.8","56","1031.6"
07/01/2024 22:32:21,"2027","19.8","56","1031.5"
07/01/2024 22:37:21,"2052","19.8","57","1031.5"
07/01/2024 22:42:21,"2021","19.8","56","1031.5"
07/01/2024 22:47:21,"2012","19.9","56","1031.6"
07/01/2024 22:52:21,"2027","19.9","56","1031.8"
07/01/2024 22:57:21,"1960","19.9","56","1031.7"
07/01/2024 23:02:21,"1992","19.8","56","1031.7"
07/01/2024 23:07:21,"2048","19.9","56","1031.9"
07/01/2024 23:12:21,"2049","19.9","57","1031.9"
07/01/2024 23:17:21,"2057","19.9","57","1032.1"
07/01/2024 23:22:21,"1937","19.9","56","1031.9"
07/01/2024 23:27:21,"2012","19.9","56","1032.0"
07/01/2024 23:32:21,"1952","20.0","56","1032.0"
07/01/2024 23:37:21,"1994","20.0","56","1032.1"
07/01/2024 23:42:21,"1985","20.0","56","1032.1"
07/01/2024 23:47:21,"1995","20.0","56","1032.1"
07/01/2024 23:52:21,"1971","19.9","56","1032.1"
07/01/2024 23:57:21,"1976","19.8","56","1032.1"
08/01/2024 0:02:21,"2016","19.8","56","1032.1"
08/01/2024 0:07:21,"1990","19.8","56","1032.1"
08/01/2024 0:12:21,"1957","19.7","56","1032.1"
08/01/2024 0:17:21,"2004","19.7","56","1032.2"
08/01/2024 0:22:21,"1947","19.7","56","1032.2"
08/01/2024 0:27:21,"1983","19.7","56","1032.2"
08/01/2024 0:32:21,"1938","19.7","56","1032.2"
08/01/2024 0:37:21,"1967","19.7","56","1032.4"
08/01/2024 0:42:21,"1970","19.7","56","1032.3"
08/01/2024 0:47:21,"1935","19.7","56","1032.4"
08/01/2024 0:52:21,"1945","19.7","56","1032.4"
08/01/2024 0:57:21,"1944","19.7","57","1032.4"
08/01/2024 1:02:21,"1939","19.7","57","1032.4"
08/01/2024 1:07:21,"1949","19.7","57","1032.4"
08/01/2024 1:12:21,"1917","19.7","57","1032.4"
08/01/2024 1:17:21,"1922","19.7","57","1032.5"
08/01/2024 1:22:21,"1949","19.7","57","1032.4"
08/01/2024 1:27:21,"1930","19.7","57","1032.5"
08/01/2024 1:32:21,"1885","19.7","57","1032.4"
08/01/2024 1:37:21,"1929","19.7","57","1032.3"
08/01/2024 1:42:21,"1856","19.7","57","1032.5"
08/01/2024 1:47:21,"1892","19.7","57","1032.6"
08/01/2024 1:52:21,"1845","19.7","57","1032.5"
08/01/2024 1:57:21,"1949","19.7","57","1032.5"
08/01/2024 2:02:21,"1924","19.8","57","1032.5"
08/01/2024 2:07:21,"1943","19.8","57","1032.6"
08/01/2024 2:12:21,"1917","19.8","57","1032.6"
08/01/2024 2:17:21,"1894","19.9","57","1032.6"
08/01/2024 2:22:21,"1876","19.9","57","1032.7"
08/01/2024 2:27:21,"1936","19.9","57","1032.7"
08/01/2024 2:32:21,"1941","19.9","57","1032.8"
08/01/2024 2:37:21,"1833","19.8","57","1032.8"
08/01/2024 2:42:21,"1937","19.8","57","1032.8"
08/01/2024 2:47:21,"1999","19.8","57","1032.8"
08/01/2024 2:52:21,"1919","19.8","57","1032.8"
08/01/2024 2:57:21,"1922","19.7","57","1032.8"
08/01/2024 3:02:21,"1900","19.8","57","1032.9"
08/01/2024 3:07:21,"1933","19.8","57","1032.9"
08/01/2024 3:12:21,"1949","19.8","57","1033.0"
08/01/2024 3:17:21,"1947","19.8","57","1032.9"
08/01/2024 3:22:21,"1880","19.8","57","1032.9"
08/01/2024 3:27:21,"1886","19.8","57","1033.0"
08/01/2024 3:32:21,"1831","19.8","57","1033.1"
08/01/2024 3:37:21,"1839","19.8","57","1033.1"
08/01/2024 3:42:21,"1843","19.8","57","1033.2"
08/01/2024 3:47:21,"1855","19.8","56","1033.2"
08/01/2024 3:52:21,"1837","19.8","56","1033.2"
08/01/2024 3:57:21,"1847","19.8","56","1033.4"
08/01/2024 4:02:21,"1892","19.8","56","1033.2"
08/01/2024 4:07:21,"1847","19.8","57","1033.2"
08/01/2024 4:12:21,"1830","19.8","56","1033.4"
08/01/2024 4:17:21,"1769","19.7","56","1033.5"
08/01/2024 4:22:21,"1791","19.7","56","1033.3"
08/01/2024 4:27:21,"1744","19.7","57","1033.3"
08/01/2024 4:32:21,"1799","19.7","57","1033.4"
08/01/2024 4:37:21,"1799","19.7","57","1033.4"
08/01/2024 4:42:21,"1792","19.7","57","1033.4"
08/01/2024 4:47:21,"1821","19.7","57","1033.5"
08/01/2024 4:52:21,"1795","19.7","57","1033.4"
08/01/2024 4:57:21,"1819","19.7","57","1033.4"
08/01/2024 5:02:21,"1742","19.7","57","1033.5"
08/01/2024 5:07:21,"1835","19.7","57","1033.5"
08/01/2024 5:12:21,"1810","19.7","57","1033.7"
08/01/2024 5:17:21,"1777","19.7","57","1033.6"
08/01/2024 5:22:21,"1730","19.7","57","1033.6"
08/01/2024 5:27:21,"1759","19.7","57","1033.6"
08/01/2024 5:32:21,"1741","19.6","57","1033.6"
08/01/2024 5:37:21,"1675","19.6","57","1033.5"
08/01/2024 5:42:21,"1694","19.7","57","1033.5"
08/01/2024 5:47:21,"1718","19.7","57","1033.4"
08/01/2024 5:52:21,"1720","19.7","57","1033.6"
08/01/2024 5:57:21,"1706","19.7","57","1033.5"
08/01/2024 6:02:21,"1728","19.8","57","1033.6"
08/01/2024 6:07:21,"1652","19.7","57","1033.7"
08/01/2024 6:12:21,"1696","19.8","57","1033.6"
08/01/2024 6:17:21,"1699","19.8","57","1033.6"
08/01/2024 6:22:21,"1666","19.8","57","1033.7"
08/01/2024 6:27:21,"1676","19.8","57","1033.7"
08/01/2024 6:32:21,"1728","19.8","57","1033.7"
08/01/2024 6:37:21,"1651","19.8","57","1033.6"
08/01/2024 6:42:21,"1666","19.8","57","1033.6"
08/01/2024 6:47:21,"1666","19.8","57","1033.7"
08/01/2024 6:52:21,"1667","19.7","57","1033.6"
08/01/2024 6:57:21,"1649","19.7","57","1033.7"
08/01/2024 7:02:21,"1656","19.8","57","1033.7"
08/01/2024 7:07:21,"1610","19.8","56","1033.8"
08/01/2024 7:12:21,"1623","19.8","56","1034.0"
08/01/2024 7:17:21,"1594","19.8","56","1033.8"
08/01/2024 7:22:21,"1602","19.8","56","1033.8"
08/01/2024 7:27:21,"1740","19.8","57","1033.9"
08/01/2024 7:32:21,"1659","19.9","57","1033.9"
08/01/2024 7:37:21,"1687","19.9","57","1033.9"
08/01/2024 7:42:21,"1587","19.9","56","1033.9"
08/01/2024 7:47:21,"1574","19.8","56","1034.0"
08/01/2024 7:52:21,"1690","19.8","57","1034.0"
08/01/2024 7:57:21,"1615","19.8","57","1034.1"
08/01/2024 8:02:21,"1618","19.7","57","1034.2"
08/01/2024 8:07:21,"1651","19.7","57","1034.3"
08/01/2024 8:12:21,"1616","19.8","57","1034.4"
08/01/2024 8:17:21,"1595","19.8","57","1034.4"
08/01/2024 8:22:21,"1560","19.8","57","1034.5"
08/01/2024 8:27:21,"1541","19.8","57","1034.4"
08/01/2024 8:32:21,"997","18.4","52","1034.4"
08/01/2024 8:37:21,"1346","19.5","57","1034.5"
08/01/2024 8:42:21,"1274","19.5","56","1034.6"
08/01/2024 8:47:21,"1262","19.4","56","1034.6"
08/01/2024 8:52:21,"1275","19.4","56","1034.7"
08/01/2024 8:57:21,"1218","19.4","56","1034.8"
08/01/2024 9:02:21,"1191","19.3","56","1034.7"
08/01/2024 9:07:21,"1215","19.3","56","1034.8"
08/01/2024 9:12:21,"1190","19.5","55","1034.8"
08/01/2024 9:17:21,"1237","19.7","55","1034.9"
08/01/2024 9:22:21,"1211","19.8","55","1034.9"
08/01/2024 9:27:21,"1228","19.9","55","1034.8"
08/01/2024 9:32:21,"1261","19.8","55","1035.0"
08/01/2024 9:37:21,"1186","19.7","55","1034.9"
08/01/2024 9:42:21,"1114","19.7","55","1034.9"
